SID,C_org,Texture,LayerDepth,BulkDensityClass,Stone,C/N,C/S,RootDepth,NumberHorizon,FieldCapacity,WiltingPoint,PoreVolume,Sand,Silt,Clay,DrainageDepth,Drainage%,GroundWaterLevel
351,0.74,LS3,03,2,00,10,00,10,02,29,17,47,41,37,22,20,00,99
351,0.36,LU,20,2,00,10,00,,,29,20,49,37,34,29,20,00,   
352,1.13,LS3,03,2,00,10,00,10,02,30,16,47,42,38,20,20,00,99
352,0.37,LTS,20,1,00,10,00,,,34,23,52,28,29,43,20,00,   
353,0.65,LS2,03,2,00,10,00,10,02,29,18,48,36,43,21,20,00,99
353,0.43,LS2,20,2,00,10,00,,,29,19,48,34,43,23,20,00,   
354,1.37,LS2,03,2,00,10,00,10,02,32,17,48,35,43,22,20,00,99
354,0.48,LS2,20,2,00,10,00,,,29,19,48,35,44,21,20,00,   
355,1.26,LS2,03,2,00,10,00,10,02,32,18,48,35,42,23,20,00,99
355,0.50,LT2,20,2,00,10,00,,,32,22,51,29,38,33,20,00,   
356,0.50,SL2,03,4,00,10,00,10,02,16,07,36,89,06,05,20,00,99
356,0.30,SL2,20,4,00,10,00,,,14,06,36,89,06,05,20,00,   
357,1.05,TL,03,1,00,10,00,10,02,41,25,54,19,25,56,20,00,99
357,0.59,TL,20,1,00,10,00,,,41,26,54,18,24,58,20,00,   
358,0.70,LS4,03,2,00,10,00,10,02,29,16,48,47,29,24,20,00,99
358,0.28,LTS,20,2,00,10,00,,,29,19,49,40,29,31,20,00,   
359,0.87,SL3,03,3,00,10,00,10,02,21,09,40,79,12,09,20,00,99
359,0.26,SL3,20,3,00,10,00,,,17,08,40,79,11,10,20,00,   
360,1.00,LS3,03,2,00,10,00,10,02,30,17,47,42,36,22,20,00,99
360,0.37,LU,20,2,00,10,00,,,28,18,48,41,34,25,20,00,   
361,1.95,LS3,03,2,00,10,00,05,02,32,17,48,38,39,23,20,00,99
361,0.67,LS3,20,2,00,10,00,,,29,18,48,40,37,23,20,00,   
362,1.95,LS3,03,2,00,10,00,10,02,32,17,48,38,39,23,20,00,99
362,0.67,LS3,20,2,00,10,00,,,29,18,48,40,37,23,20,00,   
363,1.05,LS3,03,2,00,10,00,10,02,29,15,46,47,33,20,20,00,99
363,0.41,LS4,20,2,00,10,00,,,26,15,46,51,29,20,20,00,   
364,2.27,TL,03,1,00,10,00,07,02,43,26,54,15,29,56,20,00,99
364,0.81,TL,20,1,00,10,00,,,39,24,53,24,24,52,20,00,   
365,0.98,LS4,03,2,00,10,00,10,02,29,16,47,49,28,23,20,00,99
365,0.47,LU,20,2,00,10,00,,,28,17,48,47,26,27,20,00,   
366,2.18,SS,03,4,00,10,00,10,02,22,09,35,87,09,04,20,00,99
366,0.39,SS,20,4,00,10,00,,,15,07,34,88,08,04,20,00,   
367,0.83,LS4,03,2,00,10,00,10,02,29,16,48,47,29,24,20,00,99
367,0.28,LTS,20,2,00,10,00,,,30,19,50,39,27,34,20,00,   
368,1.59,ULS,03,2,00,10,00,10,02,32,16,46,31,54,15,20,00,99
368,0.20,LU,20,2,00,10,00,,,29,24,49,24,50,26,20,00,   
369,1.39,LS3,03,2,00,10,00,10,02,31,16,47,42,37,21,20,00,99
369,0.60,LS3,20,2,00,10,00,,,28,16,46,46,34,20,20,00,   
370,0.46,LU,03,2,00,10,00,10,02,29,20,49,34,41,25,20,00,99
370,0.32,LS3,20,2,00,10,00,,,27,18,48,43,34,23,20,00,   
371,0.39,SL2,03,4,00,10,00,10,02,15,06,35,90,05,05,20,00,99
371,0.20,ST2,20,3,00,10,00,,,14,06,39,87,05,08,20,00,   
372,0.83,LS4,03,2,00,10,00,10,02,29,16,47,48,28,24,20,00,99
372,0.40,LTS,20,2,00,10,00,,,31,19,50,41,25,34,20,00,   
373,2.22,LS2,03,2,00,10,00,10,02,33,16,47,32,49,19,20,00,99
373,0.50,LU,20,2,00,10,00,,,31,21,49,25,51,24,20,00,   
374,1.89,TU3,03,1,00,10,00,13,02,39,23,52,26,30,44,20,00,99
374,0.61,TL,20,1,00,10,00,,,37,24,53,24,27,49,20,00,   
375,0.48,LU,03,2,00,10,00,13,02,29,18,48,42,31,27,20,00,99
375,0.38,LTS,20,1,00,10,00,,,32,21,51,34,28,38,20,00,   
376,0.68,LS4,03,2,00,10,00,13,02,27,13,46,61,16,23,20,00,99
376,0.36,LTS,20,2,00,10,00,,,31,16,50,49,14,37,20,00,   
377,6.74,LS2,03,1,00,10,00,13,02,35,15,72,32,47,21,20,00,99
377,1.99,LS2,20,2,00,10,00,,,33,17,48,34,44,22,20,00,   
378,0.40,ST2,03,3,00,10,00,07,02,18,08,40,82,08,10,20,00,99
378,0.24,ST3,20,3,00,10,00,,,20,09,43,75,08,17,20,00,   
379,3.43,LS3,03,1,00,10,00,13,02,33,16,65,39,39,22,20,00,99
379,1.41,LS3,20,2,00,10,00,,,32,17,48,40,36,24,20,00,   
380,2.13,LS2,03,2,00,10,00,00,01,32,16,47,37,44,19,20,00,99
381,1.13,LS3,03,2,00,10,00,07,02,30,16,47,42,38,20,20,00,99
381,0.37,LTS,20,1,00,10,00,,,34,23,52,28,29,43,20,00,   
382,0.77,LU,03,2,00,10,00,13,02,30,17,48,45,29,26,20,00,99
382,0.38,LTS,20,1,00,10,00,,,32,20,51,35,28,37,20,00,   
383,5.17,SLU,03,1,00,10,00,07,02,31,10,70,49,43,08,20,00,99
383,1.47,SU3,20,3,00,10,00,,,26,11,40,62,31,07,20,00,   
384,1.06,LS3,03,2,00,10,00,03,01,30,16,47,42,38,20,20,00,99
385,0.87,TU2,03,1,00,10,00,07,02,38,25,53,19,32,49,20,00,99
385,0.39,TU3,20,1,00,10,00,,,34,24,52,23,35,42,20,00,   
386,1.68,LU,03,2,00,10,00,10,02,33,18,49,35,40,25,20,00,99
386,0.68,LT2,20,2,00,10,00,,,33,21,51,30,36,34,20,00,   
387,7.75,LS2,03,1,00,10,00,13,02,35,14,74,31,50,19,20,00,99
387,3.39,LS2,20,1,00,10,00,,,33,15,65,35,46,19,20,00,   
388,1.00,LS4,03,2,00,10,00,10,02,29,15,47,52,24,24,20,00,99
388,0.43,LTS,20,2,00,10,00,,,31,18,50,43,21,36,20,00,   
389,0.57,SL3,03,3,00,10,00,07,02,19,09,39,80,12,08,20,00,99
389,0.24,SL3,20,3,00,10,00,,,17,08,40,79,11,10,20,00,   
390,1.25,TL,03,1,00,10,00,13,02,42,26,54,18,26,56,20,00,99
390,0.66,TL,20,1,00,10,00,,,42,26,55,18,21,61,20,00,   
391,1.09,LS3,03,2,00,10,00,13,02,30,16,47,46,33,21,20,00,99
391,0.55,LS3,20,2,00,10,00,,,28,16,45,46,33,21,20,00,   
392,1.25,TU2,03,1,00,10,00,07,02,40,26,54,17,32,51,20,00,99
392,0.45,TL,20,1,00,10,00,,,38,26,54,19,29,52,20,00,   
393,0.49,SL2,03,3,00,10,00,10,02,17,08,38,85,08,07,20,00,99
393,0.40,SL2,20,3,00,10,00,,,17,07,38,84,09,07,20,00,   
394,0.98,LS3,03,2,00,10,00,10,02,29,15,46,47,34,19,20,00,99
394,0.40,LS3,20,2,00,10,00,,,25,15,46,51,31,18,20,00,   
395,2.44,TU3,03,1,00,10,00,13,02,39,24,53,19,37,44,20,00,99
395,1.25,TU2,20,1,00,10,00,,,38,26,54,14,39,47,20,00,   
396,2.72,LS3,03,2,00,10,00,03,01,33,16,48,41,36,23,20,00,99
397,0.48,LU,03,2,00,10,00,10,02,29,18,48,42,31,27,20,00,99
397,0.38,LTS,20,1,00,10,00,,,32,21,51,34,28,38,20,00,   
398,2.72,LS3,03,2,00,10,00,05,02,33,16,48,41,36,23,20,00,99
398,1.07,LS3,20,2,00,10,00,,,30,17,48,44,32,24,20,00,   
399,2.72,LS3,03,2,00,10,00,10,02,33,16,48,41,36,23,20,00,99
399,1.07,LS3,20,2,00,10,00,,,30,17,48,44,32,24,20,00,   
400,0.56,SL3,03,3,00,10,00,15,02,20,09,40,78,13,09,20,00,99
400,0.30,ST3,20,2,00,10,00,,,24,12,46,64,13,23,20,00,   
401,4.59,US,03,1,00,10,00,13,02,31,08,68,45,52,03,20,00,99
401,0.81,SU4,20,3,00,10,00,,,26,12,37,51,45,04,20,00,   
402,1.43,TL,03,1,00,10,00,05,02,40,24,53,21,29,50,20,00,99
402,0.57,TL,20,1,00,10,00,,,38,25,54,21,28,51,20,00,   
403,0.70,LS4,03,2,00,10,00,03,01,29,16,48,47,29,24,20,00,99
404,0.74,LS3,03,2,00,10,00,03,01,29,17,47,41,37,22,20,00,99
405,0.98,LS4,03,2,00,10,00,03,01,29,16,47,49,28,23,20,00,99
406,0.65,LS2,03,2,00,10,00,03,01,29,18,48,36,43,21,20,00,99
407,1.37,LS2,03,2,00,10,00,05,02,32,17,48,35,43,22,20,00,99
407,0.48,LS2,20,2,00,10,00,,,29,19,48,35,44,21,20,00,   
408,1.20,TL,03,1,00,10,00,05,02,38,23,52,27,27,46,20,00,99
408,0.57,TL,20,1,00,10,00,,,39,25,54,21,25,54,20,00,   
409,0.36,SL4,03,3,00,10,00,05,02,19,09,42,76,12,12,20,00,99
409,0.34,SL4,20,3,00,10,00,,,21,11,43,70,14,16,20,00,   
410,1.89,TU3,03,1,00,10,00,05,02,39,23,52,26,30,44,20,00,99
410,0.61,TL,20,1,00,10,00,,,37,24,53,24,27,49,20,00,   
411,0.36,SL4,03,3,00,10,00,07,02,19,09,42,76,12,12,20,00,99
411,0.34,SL4,20,3,00,10,00,,,21,11,43,70,14,16,20,00,   
412,0.72,TL,03,1,00,10,00,13,02,40,26,54,17,27,56,20,00,99
412,0.50,TL,20,1,00,10,00,,,40,26,54,17,26,57,20,00,   
413,1.58,SL4,03,3,00,10,00,10,02,25,11,42,74,14,12,20,00,99
413,0.76,SL4,20,3,00,10,00,,,24,11,43,72,12,16,20,00,   
414,1.20,ULS,03,2,00,10,00,07,02,30,15,44,35,54,11,20,00,99
414,0.25,LS2,20,2,00,10,00,,,27,19,47,37,43,20,20,00,   
415,1.58,SL4,03,3,00,10,00,03,01,25,11,42,74,14,12,20,00,99
416,0.42,LS2,03,2,00,10,00,03,01,28,19,48,37,42,21,20,00,99
417,1.37,LS2,03,2,00,10,00,07,02,32,17,48,35,43,22,20,00,99
417,0.48,LS2,20,2,00,10,00,,,29,19,48,35,44,21,20,00,   
418,1.83,TU3,03,1,00,10,00,05,02,38,23,52,22,36,42,20,00,99
418,0.50,TU3,20,1,00,10,00,,,35,25,53,21,36,43,20,00,   
419,0.50,ST2,03,3,00,10,00,03,01,19,08,40,81,09,10,20,00,99
420,1.95,LS3,03,2,00,10,00,03,01,32,17,48,38,39,23,20,00,99
421,3.27,SL2,03,1,00,10,00,13,02,26,09,65,74,21,05,20,00,99
421,1.85,SU2,20,4,00,10,00,,,24,09,35,75,21,04,20,00,   
422,1.00,LS4,03,2,00,10,00,07,02,29,15,47,52,24,24,20,00,99
422,0.43,LTS,20,2,00,10,00,,,31,18,50,43,21,36,20,00,   
423,0.45,ST2,03,3,00,10,00,07,02,19,09,41,80,09,11,20,00,99
423,0.26,ST3,20,2,00,10,00,,,21,10,44,72,09,19,20,00,   
424,0.70,SL3,03,3,00,10,00,03,01,21,09,40,77,14,09,20,00,99
425,0.51,LS4,03,2,00,10,00,05,02,27,15,47,53,24,23,20,00,99
425,0.30,LTS,20,2,00,10,00,,,28,17,49,47,23,30,20,00,   
426,1.23,SL3,03,3,00,10,00,13,02,24,10,41,75,14,11,20,00,99
426,0.94,ST3,20,2,00,10,00,,,27,13,46,65,13,22,20,00,   
427,0.96,LS4,03,2,00,10,00,05,02,29,15,47,53,24,23,20,00,99
427,0.40,LTS,20,2,00,10,00,,,31,18,50,42,23,35,20,00,   
428,1.68,LU,03,2,00,10,00,05,02,33,18,49,35,40,25,20,00,99
428,0.68,LT2,20,2,00,10,00,,,33,21,51,30,36,34,20,00,   
429,1.37,SL4,03,3,00,10,00,03,01,25,11,42,71,17,12,20,00,99
430,0.46,LU,03,2,00,10,00,05,02,29,20,49,34,41,25,20,00,99
430,0.32,LS3,20,2,00,10,00,,,27,18,48,43,34,23,20,00,   
431,0.46,LS3,03,2,00,10,00,13,02,28,18,47,41,38,21,20,00,99
431,0.36,LS3,20,2,00,10,00,,,28,18,48,40,37,23,20,00,   
432,1.23,SL3,03,3,00,10,00,03,01,24,10,41,75,14,11,20,00,99
433,1.68,LU,03,2,00,10,00,07,02,33,18,49,35,40,25,20,00,99
433,0.68,LT2,20,2,00,10,00,,,33,21,51,30,36,34,20,00,   
434,0.47,LS2,03,2,00,10,00,13,02,29,19,48,36,40,24,20,00,99
434,0.21,LU,20,2,00,10,00,,,28,20,49,35,38,27,20,00,   
435,0.46,LS3,03,2,00,10,00,03,01,28,18,47,41,38,21,20,00,99
436,6.74,LS2,03,1,00,10,00,05,02,35,15,72,32,47,21,20,00,99
436,1.99,LS2,20,2,00,10,00,,,33,17,48,34,44,22,20,00,   
437,0.47,LS2,03,2,00,10,00,05,02,29,19,48,36,40,24,20,00,99
437,0.21,LU,20,2,00,10,00,,,28,20,49,35,38,27,20,00,   
438,0.50,ST2,03,3,00,10,00,07,02,19,08,40,81,09,10,20,00,99
438,0.30,ST3,20,2,00,10,00,,,23,11,46,67,10,23,20,00,   
439,0.40,SL4,03,3,00,10,00,13,02,21,10,43,72,13,15,20,00,99
439,0.27,LU,20,2,00,10,00,,,26,14,48,58,14,28,20,00,   
440,0.54,TU2,03,1,00,10,00,13,02,39,30,55,06,40,54,20,00,99
440,0.38,TU2,20,1,00,10,00,,,36,31,54,05,46,49,20,00,   
441,1.60,TU2,03,1,00,10,00,05,02,40,26,54,16,33,51,20,00,99
441,0.60,TU3,20,1,00,10,00,,,36,25,52,20,36,44,20,00,   
442,6.74,LS2,03,1,00,10,00,03,01,35,15,72,32,47,21,20,00,99
443,0.98,LS3,03,2,00,10,00,07,02,29,15,46,47,34,19,20,00,99
443,0.40,LS3,20,2,00,10,00,,,25,15,46,51,31,18,20,00,   
444,1.60,TU2,03,1,00,10,00,13,02,40,26,54,16,33,51,20,00,99
444,0.60,TU3,20,1,00,10,00,,,36,25,52,20,36,44,20,00,   
445,2.27,TU2,03,1,00,10,00,13,02,43,28,55,08,34,58,20,00,99
445,2.50,TU2,20,1,00,10,00,,,43,27,55,11,32,57,20,00,   
446,0.96,TL,03,1,00,10,00,07,02,39,25,54,20,29,51,20,00,99
446,0.43,TL,20,1,00,10,00,,,38,26,54,18,29,53,20,00,   
447,1.20,LS2,03,2,00,10,00,13,02,32,18,49,32,44,24,20,00,99
447,0.36,TU3,20,1,00,10,00,,,32,23,51,25,39,36,20,00,   
448,0.30,ST2,03,3,00,10,00,13,02,17,08,40,83,06,11,20,00,99
448,0.20,ST3,20,3,00,10,00,,,19,09,43,76,07,17,20,00,   
449,0.70,SL3,03,3,00,10,00,15,02,21,10,40,75,15,10,20,00,99
449,0.27,SL4,20,3,00,10,00,,,21,11,43,68,17,15,20,00,   
450,0.70,SL3,03,3,00,10,00,10,02,21,09,40,77,14,09,20,00,99
450,0.40,LS4,20,2,00,10,00,,,22,11,44,67,16,17,20,00,   
451,0.46,LS3,03,2,00,10,00,05,02,28,18,47,41,38,21,20,00,99
451,0.36,LS3,20,2,00,10,00,,,28,18,48,40,37,23,20,00,   
452,0.63,LTS,03,1,00,10,00,05,02,36,21,52,34,22,44,20,00,99
452,0.30,TL,20,1,00,10,00,,,36,22,52,30,21,49,20,00,   
453,1.43,TL,03,1,00,10,00,13,02,40,24,53,21,29,50,20,00,99
453,0.57,TL,20,1,00,10,00,,,38,25,54,21,28,51,20,00,   
454,0.40,SL2,03,4,00,10,00,07,02,15,06,36,89,06,05,20,00,99
454,0.20,SL2,20,4,00,10,00,,,13,06,35,90,05,05,20,00,   
455,1.28,LS2,03,2,00,10,00,07,02,31,17,48,36,42,22,20,00,99
455,0.60,LU,20,2,00,10,00,,,31,21,49,30,42,28,20,00,   
456,1.95,LS3,03,2,00,10,00,07,02,32,17,48,38,39,23,20,00,99
456,0.67,LS3,20,2,00,10,00,,,29,18,48,40,37,23,20,00,   
457,1.83,SL3,03,3,00,10,00,13,02,24,10,40,77,14,09,20,00,99
457,0.42,ST3,20,2,00,10,00,,,25,12,46,64,14,22,20,00,   
458,0.53,SL3,03,3,00,10,00,13,02,20,09,41,77,12,11,20,00,99
458,0.28,ST3,20,2,00,10,00,,,23,11,46,67,11,22,20,00,   
459,2.29,TL,03,1,00,10,00,05,02,40,22,52,28,25,47,20,00,99
459,2.06,TL,20,1,00,10,00,,,40,22,60,28,25,47,20,00,   
460,0.55,SL3,03,3,00,10,00,13,02,19,09,39,80,12,08,20,00,99
460,0.31,ST3,20,2,00,10,00,,,23,11,45,67,11,22,20,00,   
461,0.70,SL4,03,3,00,10,00,13,02,24,11,43,66,21,13,20,00,99
461,0.38,LS4,20,2,00,10,00,,,25,15,46,54,26,20,20,00,   
462,0.56,SL3,03,3,00,10,00,13,02,20,09,41,77,12,11,20,00,99
462,0.25,LU,20,2,00,10,00,,,24,12,46,63,12,25,20,00,   
463,1.89,TU3,03,1,00,10,00,03,01,39,23,52,26,30,44,20,00,99
464,0.51,LS4,03,2,00,10,00,03,01,27,15,47,53,24,23,20,00,99
